pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_telescope,ra,dec,glon,glat,elon,elat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,pl_trandur,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,pl_projobliq,x,y,z,htm20,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,sy_icmag,rowupdate,pl_pubdate,releasedate,dkin_flag,pl_imppar,pl_cmassj,pl_cmasse,pl_massj,pl_masse,pl_bmassj,pl_bmasse,pl_bmassprov,pl_msinij,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,st_spectype_simp
Kepler-137 b,b,Kepler-137,,,TIC 123415819,Gaia DR2 2104847370214740352,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,282.1355875,43.0391951,72.46721,18.62824,291.79859,65.56252,8.436387,,0.077,,,,,,,,,2455012.8864,3.217,,,,,11.131,11.185,11.176,9.276,,12.9414,12.4081,0,,,12.99,,,0.1536513323434236,-0.7145537456046174,0.6824985074793223,-553555599,,0.131,1.47,,,,,2014-05-14,2014-03,2014-05-14,0,0.01,,,,,,,,,,5187.0,,,,,4.55,,,,0.8,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,1,27.5949809,14.3267,23.5845,3.27176,302.979,13.879,13.063,11.65,11.229,11.165,
Kepler-1307 b,b,Kepler-1307,,,TIC 63453366,Gaia DR2 2128297208757012992,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,292.8698348,46.7418679,79.08067,13.06551,312.59694,66.82991,18.01621096,,,,,,,,,,,2454978.23823,3.996,,,,,13.819,13.922,13.1,9.168,,15.3803,14.916,0,[Fe/H],,15.394,,,0.2663289440362414,-0.6314161006954703,0.7282737132088924,-995484018,,0.22,2.47,0.02121,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5884.0,0.06,,,,4.39,4.07,1.06,,1.08,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,2.2149698,-2.188,0.344597,0.957395,1014.62,15.598,15.636,14.171,13.885,13.878,
Kepler-1308 b,b,Kepler-1308,,,TIC 120693011,Gaia DR2 2100018422524180864,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,285.9287514,38.5207097,69.20767,14.28248,295.87931,60.5366,2.10433812,,,,,,,,,,,2454966.31479,1.1028,18.8119,14.8762,13.7591,13.1541,10.862,10.8,10.617,9.358,16.2779,14.4744,13.3183,0,[Fe/H],,14.488,,,0.2147186192201197,-0.7523424911064555,0.6227974716036812,555416313,,0.046,0.52,0.01388,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,3468.0,-0.13,,,,4.92,3.72,0.35,,0.34,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,62.6788637,-24.5914,-57.6533,8.84392,112.705,17.202,16.4,11.878,11.24,11.023,
Kepler-1867 b,b,Kepler-1867,,,TIC 271348323,Gaia DR2 2078080176257415168,1,2022-02,2021,Transit,Space,Kepler,0.95 m Kepler Telescope,294.9971007,43.4358698,76.76315,10.23146,312.8856,63.20117,9.88735962,,,,,,,,,,,,,,,,,11.839,11.914,11.85,9.301,,13.4367,12.9574,0,[Fe/H],,13.461,,,0.3068485734032266,-0.6581258343382915,0.6875422453761895,-1431432344,,0.103,1.16,,,,,2021-12-05,2022-02,2021-12-05,0,,,,,,,,,,,5693.0,-0.24,,,,4.57,,0.91,0.8938,0.82,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,20.3486269,-18.7607,-7.88053,1.44057,680.583,14.38,13.549,12.307,11.953,11.897,
Kepler-1309 b,b,Kepler-1309,,,TIC 171098231,Gaia DR2 2073622068939722368,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,298.7351131,40.7641262,75.77326,6.50778,316.16232,59.68265,28.8432647,,,,,,,,,,,2454976.82205,3.1,,,,,13.349,13.44,11.713,9.043,,16.1875,15.5302,0,[Fe/H],,15.652,,,0.3641302833940585,-0.6641310056977389,0.6529465092840856,-233076498,,0.211,2.37,0.02653,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5235.0,-0.03,,,,4.56,4.27,0.85,,0.8,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,14.4315587,-12.9402,-6.38914,,,17.171,16.5119,14.141,13.674,13.542,
Kepler-51 d,d,Kepler-51,,,TIC 27846348,Gaia DR2 2135275362382289280,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,296.4797624,49.9376486,83.11258,12.36242,322.00699,68.6461,130.194,,0.509,,,0.008,381.0,,,0.046,,2455695.9323,,,,,,13.099,13.125,13.139,9.082,,14.6777,14.2045,0,,,14.669,,,0.2869787554198947,-0.576099830200609,0.7653444842556049,-464884401,,0.865,9.7,0.10141,124.7,,,2014-05-14,2014-03,2014-05-14,0,0.25,,,0.024,7.6,0.024,7.6,Mass,,,6018.0,,,,,4.51,0.3,1.04,2.16,0.94,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,4,0,0,0,0,0,0,1,0,2,7.4576527,0.006318,-7.45765,1.24726,783.831,15.119,14.885,13.562,13.219,13.197,
Kepler-1310 b,b,Kepler-1310,,,TIC 120043638,Gaia DR2 2103628462794226304,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,283.9200236,40.7400419,70.71355,16.56523,293.7006,63.03841,0.67933627,,,,,,,,,,,2454965.857331,1.1783,16.1422,14.0512,13.868,13.79,12.447,12.492,12.473,9.425,14.6133,14.1223,13.6217,0,[Fe/H],,14.159,,,0.1822726311359599,-0.7354272782584315,0.6526280765736099,-929264405,,0.128,1.44,0.01471,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5549.0,-0.07,,,,4.51,4.17,0.91,,0.88,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,13.2470707,-2.4084,-13.0263,1.72822,569.185,15.12,14.346,12.912,12.516,12.436,
Kepler-132 b,b,Kepler-132,,,TIC 237158274,,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,283.23581,41.343037,71.10178,17.26662,292.85445,63.73573,6.178196,,0.067,,,,,,,,,2455001.86198,3.264,,,,,10.383,10.425,10.389,8.849,,,11.347,0,,,11.818,,,0.1718953655808344,-0.7308247587104744,0.6605657842695215,-854199848,,0.108,1.21,,,,,2014-05-14,2014-03,2014-05-14,0,0.26,,,,,,,,,,6003.0,,,,,4.31,,,,1.18,0,0,1,0,0,0,0,0,0,0,Published Confirmed,2,4,0,0,0,0,0,0,0,0,3,23.6662207,-23.5,-2.8,,349.549,12.487,11.922,10.797,10.516,10.424,
Kepler-396 c,c,Kepler-396,,,TIC 27769688,Gaia DR2 2134847343119885440,1,2014-02,2013,Transit,Space,Kepler,0.95 m Kepler Telescope,296.1328135,48.9773095,82.13508,12.11636,320.2348,67.90919,88.505,,,,,,,,,,,,,,,,,10.241,10.276,10.26,9.409,,11.8286,11.3523,0,,,11.921,,,0.2890950521802511,-0.5892619892435703,0.7544497059695952,1790813612,,0.473,5.3,,,,,2014-05-14,2014-02,2014-05-14,0,,,,0.056,17.9,0.056,17.9,Mass,,,,,,,,4.32,,0.85,,1.06,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,1,16.114782,2.45812,-15.9262,4.44064,223.757,12.437,12.259,10.672,10.356,10.285,
Kepler-1311 d,d,Kepler-1311,,,TIC 159106207,Gaia DR2 2102877015319104640,1,2022-02,2021,Transit,Space,Kepler,0.95 m Kepler Telescope,289.6512597,43.8244445,75.3761,13.8754,304.88508,64.90136,197.5110016,,,,,,,,,,,,,,,,,11.808,11.839,11.886,9.301,,13.3176,12.86,0,[Fe/H],,13.349,,,0.2426244851293697,-0.679444564136032,0.6924510404943482,931493814,,0.862,9.658,,,,,2021-12-05,2022-02,2021-12-05,0,,,,,,,,,,,5616.0,0.04,,,,4.0,,1.03,0.3607,1.67,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,0,7.0262315,3.19523,6.25767,1.12557,866.331,14.237,13.528,12.169,11.859,11.825,
Kepler-1312 b,b,Kepler-1312,,,TIC 137899873,Gaia DR2 2053550106200274688,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,292.9712801,41.0357494,73.89554,10.45737,308.05265,61.47446,5.44832529,,,,,,,,,,,2454965.49031,2.2251,,,,,10.873,10.904,10.932,8.708,,12.3778,11.9163,0,[Fe/H],,12.43,,,0.2943804467908625,-0.6944845401146161,0.6565297983252567,1756856439,,0.187,2.1,0.02109,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5719.0,-0.02,,,,4.51,2.0,0.99,,0.92,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,1,9.4664424,8.29013,-4.57026,3.31466,299.104,13.29,12.491,11.323,10.947,10.907,
Kepler-51 c,c,Kepler-51,,,TIC 27846348,Gaia DR2 2135275362382289280,1,2013-01,2012,Transit,Space,Kepler,0.95 m Kepler Telescope,296.4797624,49.9376486,83.11258,12.36242,322.00699,68.6461,85.312,,0.384,,,0.014,439.0,,,0.03,,2455725.509,,,,,,13.099,13.125,13.139,9.082,,14.6777,14.2045,0,,,14.669,,,0.2869787554198947,-0.576099830200609,0.7653444842556049,-464884401,,0.803,9.0,0.094,94.1,,,2014-05-14,2014-03,2014-05-14,0,1.017,,,0.013,4.0,0.013,4.0,Mass,,,6018.0,,,,,4.51,0.3,1.04,2.16,0.94,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,4,0,0,0,0,0,0,0,0,2,7.4576527,0.006318,-7.45765,1.24726,783.831,15.119,14.885,13.562,13.219,13.197,
Kepler-517 b,b,Kepler-517,,,TIC 138297129,Gaia DR2 2077409645964537472,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,293.6755138,41.2952061,74.37632,10.10439,309.28133,61.54433,60.92832271,,,,,,,,,,,2455006.370519,6.3262,,,,,10.454,10.511,10.504,9.176,,12.1297,11.6682,0,[Fe/H],,12.193,,,0.3016971080680789,-0.6880840245498978,0.6599388078773468,1415475576,,0.238,2.67,0.02475,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5690.0,-0.06,,,,4.43,6.31,0.95,,0.98,0,0,1,0,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,0,0,0,2,44.6986747,31.6544,-31.559,3.42069,289.907,12.924,12.372,11.02,10.667,10.631,
Kepler-1313 b,b,Kepler-1313,,,TIC 63213622,Gaia DR2 2125713940547834496,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,292.388582,42.2332767,74.78534,11.38496,308.01275,62.74857,3.83309118,,,,,,,,,,,2454964.63409,1.372,,,,,10.033,10.074,10.0,8.735,,11.7892,11.2692,0,[Fe/H],,11.799,,,0.2820135494537264,-0.6846033588198707,0.6721507264126567,-251421451,,0.157,1.76,0.0195,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5453.0,0.0,,,,4.54,2.69,0.92,,0.85,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,4.3210301,1.89433,3.88366,5.7106,174.234,12.434,12.363,10.522,10.13,10.088,
Kepler-397 c,c,Kepler-397,,,TIC 271963778,,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,295.8940373,42.3805156,76.13477,9.15365,313.35952,61.97735,135.498527,,0.48,,,,,,,,,2455066.69038,6.901,,,,,13.98,14.116,13.036,9.192,,,15.484,0,,,15.996,,,0.3225896025469837,-0.6645230584960494,0.6740512243558608,-1603995579,,0.551,6.18,,,,,2014-05-14,2014-03,2014-05-14,0,0.84,,,,,,,,,,5307.0,,,,,4.57,,,,0.77,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,1,5.1794612,-5.12176,-0.770969,,,16.156,16.357,14.587,14.123,13.9,
Kepler-122 e,e,Kepler-122,,,TIC 122714267,Gaia DR2 2053070616052194304,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,291.1118647,39.9490248,72.26222,11.23653,304.56525,60.8791,37.993273,,0.227,,,,,,,,,2454996.01553,7.155,,,,,12.804,12.839,12.96,8.736,,14.2223,13.7867,0,,,14.247,,,0.2761274195518528,-0.7151599596277912,0.6421058170713072,1565371838,,0.232,2.6,,,,,2014-05-14,2014-03,2014-05-14,0,0.84,,,,,,,,,,6050.0,,,,,4.3,,,,1.22,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,5,0,0,0,0,0,0,0,0,1,7.6868732,-2.87907,-7.12734,0.944664,1027.45,14.979,14.403,13.173,12.887,12.826,
Kepler-198 c,c,Kepler-198,,,TIC 122519154,Gaia DR2 2052852912747829760,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,290.6731326,38.6910045,70.95869,10.98805,303.17997,59.77112,49.567416,,0.259,,,,,,,,,2455002.54001,3.668,15.5229,13.51,16.1038,13.3041,11.998,12.043,11.972,9.257,14.029,13.5662,13.092,0,,,13.597,,,0.2755548000516361,-0.7302700784540856,0.6251201202034424,1935567964,,0.22,2.47,,,,,2014-05-14,2014-03,2014-05-14,0,0.4,,,,,,,,,,5574.0,,,,,4.47,,,,0.94,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,1,2.5831142,-1.67881,1.96318,1.98998,495.358,15.113,13.684,12.421,12.067,12.027,
Kepler-92 b,b,Kepler-92,,,TIC 121943724,Gaia DR2 2102224661326132864,1,2014-02,2013,Transit,Space,Kepler,0.95 m Kepler Telescope,289.0860607,41.5630224,73.08205,13.31439,302.44188,62.86869,13.749,,,,,,,,,,,,,,,,,10.352,10.392,10.388,8.831,,11.7451,11.326,0,,,11.565,,,0.244661057493888,-0.7070952853378891,0.6634434598358036,-1521422322,,0.313,3.51,,,,,2014-05-14,2014-02,2014-05-14,0,,,,0.202,64.3,0.202,64.3,Mass,,,,,,,,4.05,,1.21,,1.7,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,1,14.7184507,-0.127316,14.7179,2.06347,477.992,12.504,11.671,10.747,10.47,10.403,
Kepler-1868 b,b,Kepler-1868,,,TIC 275571117,Gaia DR2 2078226308223597696,1,2022-02,2021,Transit,Space,Kepler,0.95 m Kepler Telescope,293.2983733,43.5558025,76.29601,11.3814,310.4131,63.76196,211.0339966,,,,,,,,,,,,,,,,,11.483,11.557,11.584,9.264,,13.8592,13.1835,0,[Fe/H],,13.855,,,0.2866343573702468,-0.6656095489545288,0.6890607183082594,-613427244,,0.281,3.15,,,,,2021-12-05,2022-02,2021-12-05,0,,,,,,,,,,,4658.0,0.0,,,,4.63,,0.74,1.4458,0.69,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,12.092861,4.94364,-11.0362,3.61832,274.18,15.317,14.157,12.224,11.69,11.559,
Kepler-1869 c,c,Kepler-1869,,,TIC 63368895,Gaia DR2 2125751461382627840,1,2023-05,2023,Transit,Space,Kepler,0.95 m Kepler Telescope,292.6149958,42.7643438,75.34626,11.47224,308.75037,63.19303,1.7168283,,0.028,81.38,,0.0,1455.0,,1056.84,,0.00595,2454965.03204,2.068,,,,,8.646,8.691,8.64,8.727,,10.0911,9.6523,0,[Fe/H],,10.158,,,0.2823087737624535,-0.6777032716546163,0.6789845593571102,-45944324,,0.066,0.74,0.00755,4.67,,,2017-05-08,2017-08-31 00:00,2017-05-08,0,0.7,,,,,,,,,,5808.0,-0.06,,,,4.52,,0.99,0.653,0.9,0,0,1,0,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),1,2,0,0,0,0,0,0,0,0,0,28.8311965,-19.4364,21.2947,8.81875,113.025,10.957,10.31,9.052,8.761,8.693,
Kepler-1314 b,b,Kepler-1314,,,TIC 270955259,Gaia DR2 2079920724360946560,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,294.2373599,45.1968274,78.09895,11.52593,313.26607,65.0366,5.42474928,,,,,,,,,,,2454966.729098,1.1431,,,,,13.068,12.895,12.592,9.496,,17.1206,15.6205,0,[Fe/H],,16.406,,,0.2892809425245295,-0.6425583842195943,0.7095317182207038,-1680695254,,0.456,5.11,0.08038,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,4188.0,-0.22,,,,4.68,6.03,0.6,,0.59,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,132.4019082,-85.87,-100.78,,,18.833,17.816,14.101,13.51,13.22,
Kepler-1870 b,b,Kepler-1870,,,TIC 138433618,Gaia DR2 2077299694799977856,1,2022-02,2021,Transit,Space,Kepler,0.95 m Kepler Telescope,293.9335076,40.590704,73.83352,9.60609,309.17574,60.81515,3.60694003,,,,,,,,,,,,,,,,,11.682,11.728,11.805,9.235,,13.4199,12.9026,0,[Fe/H],,13.461,,,0.3080611202456957,-0.6940832775802405,0.6506510201148061,2101339279,,0.187,2.101,,,,,2021-12-05,2022-02,2021-12-05,0,,,,,,,,,,,5508.0,0.07,,,,4.57,,0.95,4.6891,0.84,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,6.7421577,3.74616,-5.60562,2.42689,407.216,14.468,13.566,12.186,11.812,11.758,
Kepler-398 b,b,Kepler-398,,,TIC 137155210,Gaia DR2 2053457644144430848,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,291.4688524,40.3437001,72.746,11.16571,305.34591,61.17446,4.081423,,0.044,,,,,,,,,2454966.85795,2.287,,,,,10.728,10.787,10.678,8.791,,13.2351,12.5199,0,,,13.256,,,0.2789524469662056,-0.709292569860718,0.6473712865674107,1642014504,,0.083,0.93,,,,,2014-05-14,2014-03,2014-05-14,0,0.87,,,,,,,,,,4493.0,,,,,4.69,,,,0.61,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,1,44.396093,30.6636,-32.1054,5.6095,177.355,14.71,13.499,11.514,10.932,10.794,
Kepler-1315 b,b,Kepler-1315,,,TIC 271881331,Gaia DR2 2080388566557873280,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,295.8215678,46.0530562,79.39487,10.93871,316.50574,65.37614,0.84338011,,,,,,,,,,,2454964.966211,1.4362,,,,,12.498,12.548,12.102,9.127,,14.9517,14.273,0,[Fe/H],,14.975,,,0.3022820605696047,-0.6247002454619804,0.7199827492221847,-1990228182,,0.123,1.38,0.01677,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,4861.0,0.07,,,,4.6,3.47,0.8,,0.75,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,1,17.6278086,17.5891,-1.16756,2.05104,480.869,16.253,15.133,13.33,12.808,12.684,
Kepler-201 c,c,Kepler-201,,,TIC 138297190,Gaia DR2 2077386315701921920,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,293.626059,41.2728004,74.33875,10.12709,309.1921,61.53566,151.884058,,0.573,,,,,,,,,2455009.41816,12.99,,,,,11.699,11.737,11.278,9.256,,12.9199,12.5435,0,,,13.004,,,0.3012064797350643,-0.6885805649639529,0.6596449515607117,1416775318,,0.254,2.85,,,,,2014-05-14,2014-03,2014-05-14,0,0.92,,,,,,,,,,6065.0,,,,,4.29,,,,1.23,1,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,1,6.3182029,3.07528,-5.51927,1.54279,636.445,13.654,12.991,12.037,11.784,11.737,
Kepler-1316 b,b,Kepler-1316,,,TIC 171502232,Gaia DR2 2073591420052466048,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,298.8358277,40.2930714,75.40427,6.20238,315.95257,59.21748,87.9732136,,,,,,,,,,,2455001.28919,14.69,,,,,12.383,12.439,10.876,8.642,,13.9509,13.4764,0,[Fe/H],,14.0,,,0.3678738334317671,-0.6681699817437293,0.6466975476780477,-548509771,,0.316,3.54,0.0292,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5884.0,0.03,,,,4.36,5.13,1.04,,1.12,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,17.4727199,-8.80154,-15.094,1.21994,800.871,14.965,14.119,12.807,12.488,12.442,
Kepler-1317 b,b,Kepler-1317,,,TIC 63005467,Gaia DR2 2101746579928077440,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,291.6118842,42.1159787,74.41823,11.84948,306.73914,62.82524,0.56887443,,,,,,,,,,,2454965.048841,1.2152,,,,,13.226,13.296,12.304,9.39,,15.2339,14.6369,0,[Fe/H],,15.23,,,0.2732137361467087,-0.6896411689237205,0.6706335157940446,-377899784,,0.139,1.56,0.01751,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,5144.0,-0.01,,,,4.57,4.79,0.83,,0.79,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,0.5043217,-0.323054,-0.387268,1.34457,728.303,15.909,15.083,13.822,13.316,13.309,
Kepler-1318 b,b,Kepler-1318,,,TIC 122442545,Gaia DR2 2101775579545559296,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,290.3763246,41.1507928,73.11924,12.26247,304.19048,62.19237,213.257663,,,,,,,,,,,2455101.13587,7.775,,,,,,,,,,15.2424,14.5384,0,[Fe/H],,15.165,,,0.2621762459598799,-0.7058632987574627,0.6580430225461079,-1606247085,,0.277,3.11,0.04095,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,4598.0,-0.01,,,,4.62,4.57,0.73,,0.7,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,12.4020818,6.06004,10.8207,2.07563,475.248,16.817,15.531,13.514,12.875,12.767,
Kepler-445 c,c,Kepler-445,,,TIC 268060194,Gaia DR2 2085482775729637376,1,2015-03,2015,Transit,Space,Kepler,0.95 m Kepler Telescope,298.7363395,46.4991236,80.78005,9.39004,321.28507,64.90443,4.871229,,,89.91,,0.0,,,,,,2454966.6408,1.2287,,,,,12.499,12.346,11.533,9.356,,16.7157,15.3315,0,[Fe/H],M4,17.475,,,0.3309522583006538,-0.6035875244894533,0.7253638418107089,31717645,9.5,0.22,2.51,0.1075,30.21,,,2015-01-14,2015-03,2015-01-14,0,0.0,,,,,,,,,,3157.0,0.27,-61.0,,,,,0.18,,0.21,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,2,138.5399643,41.5165,132.173,7.83347,127.201,,18.19,13.542,12.929,12.61,M
Kepler-136 b,b,Kepler-136,,,TIC 272375343,Gaia DR2 2077203178296653056,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,296.4673039,42.5987984,76.53433,8.8879,314.36847,62.02178,11.5789,,0.106,,,,,,,,,2455008.58649,2.855,,,,,10.466,10.508,10.517,8.728,,11.7544,11.3668,0,,,12.459,,,0.3280752600561989,-0.658958605447547,0.6768605321967602,1396327261,,0.183,2.05,,,,,2014-05-14,2014-03,2014-05-14,0,0.39,,,,,,,,,,6165.0,,,,,4.24,,,,1.35,1,0,1,0,0,0,0,0,0,0,Published Confirmed,2,2,0,0,0,0,0,0,0,0,2,3.4480292,-2.0911,2.74157,2.34776,420.818,12.511,11.822,10.804,10.573,10.519,
Kepler-1319 b,b,Kepler-1319,,,TIC 417676990,Gaia DR2 2129942765344872320,1,2017-06,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,290.9564463,49.3667933,80.97939,15.33197,312.28298,69.74729,2.88676265,,,,,,,,,,,2454964.66581,0.885,,,,,10.558,10.479,10.415,9.179,,14.2218,13.0621,0,[Fe/H],,14.717,,,0.2329120696900812,-0.6081380145376601,0.7588940130656424,848156550,,0.12,1.34,0.02308,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,3655.0,0.44,,,,4.73,5.37,0.56,,0.54,0,0,1,0,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,0,0,0,4,135.1196641,53.2159,124.199,9.59428,103.917,16.697,15.161,11.57,10.927,10.726,
Kepler-203 d,d,Kepler-203,,,TIC 169084431,Gaia DR2 2076792648144511104,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,297.089959,41.3880686,75.69361,7.89379,314.31868,60.72585,11.32972,,0.1,,,,,,,,,2454966.96882,3.992,,,,,12.404,12.431,12.312,9.363,,13.9421,13.4773,0,,,13.989,,,0.3416549542892826,-0.6679409432824341,0.6611556461957808,-833794070,,0.128,1.44,,,,,2014-05-14,2014-03,2014-05-14,0,0.34,,,,,,,,,,5821.0,,,,,4.36,,,,1.11,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,1,4.2161457,-1.60062,3.9005,1.39329,703.302,14.884,14.14,12.859,12.47,12.445,
Kepler-399 d,d,Kepler-399,,,TIC 172373693,Gaia DR2 2075060264503601280,1,2014-03,2014,Transit,Space,Kepler,0.95 m Kepler Telescope,299.5017242,40.6707669,75.99132,5.96067,317.1511,59.37458,58.034616,,0.261,,,,,,,,,2454971.73323,5.435,,,,,12.557,12.611,12.016,9.183,,14.5277,13.9919,0,,,14.467,,,0.3735068596137731,-0.6601247879942849,0.651711508335519,-725349479,,0.169,1.89,,,,,2014-05-14,2014-03,2014-05-14,0,0.19,,,,,,,,,,5502.0,,,,,4.62,,,,0.68,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,1,9.2584978,3.25698,8.66671,,740.537,15.56,14.686,13.175,12.779,12.698,
Kepler-1320 b,b,Kepler-1320,,,TIC 121603556,Gaia DR2 2101307290671768704,1,2016-05,2016,Transit,Space,Kepler,0.95 m Kepler Telescope,288.4335977,40.3808519,71.76684,13.27142,300.71738,61.86832,0.86838653,,,,,,,,,,,2454965.06728,1.0575,,,,,13.496,13.515,12.664,9.174,,15.9045,15.2148,0,[Fe/H],,15.898,,,0.2408709976043202,-0.72266979793092,0.6478653607591492,-1340273172,,0.152,1.7,0.02147,,,,2016-05-06,2016-05,2016-05-10,0,,,,,,,,,,,4817.0,0.1,,,,4.6,3.16,0.8,,0.74,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,7.6409005,2.81805,-7.10225,1.51664,647.424,17.393,15.936,14.231,13.713,13.658,
